division,category,Matrisome Class / Protein Family,geneid,FlyBase Link,Gene Name,UniProt ID,UniProt Protein Name,InterPro Domains,Gene Ontology _Cellular component,Gene Ontology_Biological process,Human Orthologs,Other Gene Names,combined_orthology,,
Drosophila Matrisome Genes,Secreted Factors,,FBgn0004569,FBgn0004569,aos,Q00805,Protein giant-lens (Protein argos) (Protein strawberry),IPR021633,extracellular region [GO:0005576],establishment of ommatidial planar polarity [GO:0042067]; eye-antennal disc morphogenesis [GO:0007455]; eye development [GO:0001654]; genital disc development [GO:0035215]; haltere development [GO:0007482]; imaginal disc-derived wing morphogenesis [GO:0007476]; imaginal disc-derived wing vein specification [GO:0007474]; lateral inhibition [GO:0046331]; negative regulation of cell differentiation [GO:0045596]; negative regulation of cell fate specification [GO:0009996]; negative regulation of epidermal growth factor receptor signaling pathway [GO:0042059]; negative regulation of neurogenesis [GO:0050768]; negative regulation of stem cell differentiation [GO:2000737]; oenocyte delamination [GO:0060233]; ommatidial rotation [GO:0016318]; ovarian follicle cell development [GO:0030707]; positive regulation of apoptotic process [GO:0043065]; response to stimulus [GO:0050896]; visual perception [GO:0007601]; wing disc morphogenesis [GO:0007472],,aos gil sty CG4531,0,,
Drosophila Matrisome Genes,Secreted Factors,,FBgn0038901,FBgn0038901,Burs,Q9VD83,Bursicon (Bursicon subunit alpha) (Cuticle-tanning hormone),IPR006207;IPR029034;IPR004133,bursicon neuropeptide hormone complex [GO:0031395]; extracellular region [GO:0005576]; terminal bouton [GO:0043195],border follicle cell delamination [GO:0030709]; border follicle cell migration [GO:0007298]; chitin-based cuticle sclerotization [GO:0007593]; cuticle pigmentation [GO:0048067]; intestinal stem cell homeostasis [GO:0036335],,Burs burs-alpha CG13419,0,,
Drosophila Matrisome Genes,Secreted Factors,,FBgn0040817,FBgn0040817,CG14132,Q9VTM7,RE17110p,IPR029277,defense response to virus [GO:0051607],extracellular space [GO:0005615],,Dmel\CG14132 DIGF-7 CG14132 Dmel_CG14132,0,,
Drosophila Matrisome Genes,Secreted Factors,,FBgn0030270,FBgn0030270,CG15199,Q9VZ26,GEO11553p1,IPR029277,defense response to virus [GO:0051607],extracellular space [GO:0005615],,Dmel\CG15199 DIGF-3 CG15199 Dmel_CG15199,0,,
Drosophila Matrisome Genes,Secreted Factors,,FBgn0030272,FBgn0030272,CG15201,Q9VZ24,GEO11412p1 (RH06304p),IPR029277,,,,DIGF-5 BcDNA:RH06304 Dmel\CG15201 CG15201 Dmel_CG15201,0,,
Drosophila Matrisome Genes,Secreted Factors,,FBgn0030271,FBgn0030271,CG15202,Q8MRN2; Q9VZ25,"Uncharacterized protein, isoform A (Uncharacterized protein, isoform B)",IPR029277,defense response to virus [GO:0051607],extracellular space [GO:0005615],,DIGF-4 BcDNA:GH13342 Dmel\CG15202 CG15202 Dmel_CG15202,0,,
Drosophila Matrisome Genes,Secreted Factors,,FBgn0030261,FBgn0030261,CG15203,Q9VZ37,"Uncharacterized protein, isoform A (Uncharacterized protein, isoform B)",IPR029277,defense response to virus [GO:0051607],extracellular space [GO:0005615],,144845_at DIGF-1,0,,
Drosophila Matrisome Genes,Secreted Factors,,FBgn0030258,FBgn0030258,CG1552,Q9VZ40; X2JES6,Uncharacterized protein CG1552,IPR029277,,extracellular space [GO:0005615],,Dmel\CG1552 anon-EST:Posey230 CG1552 Dmel_CG1552,0,,
Drosophila Matrisome Genes,Secreted Factors,,FBgn0083978,FBgn0083978,CG17672,Q7K171; Q8IQI9,LD04944p,IPR029034,,,,BcDNA:RH29995 CG11271 Dmel\CG17672 CG17672 Dmel_CG17672,0,,
Drosophila Matrisome Genes,Secreted Factors,,FBgn0030326,FBgn0030326,CG2444,Q9VYV6,GEO09033p1 (LP01642p),IPR029277,defense response to virus [GO:0051607],extracellular space [GO:0005615],,BcDNA:LP01642 DIGF-6 Dmel\CG2444 CG2444 Dmel_CG2444,0,,
Drosophila Matrisome Genes,Secreted Factors,,FBgn0051997,FBgn0051997,CG31997,Q8SYQ4,RE42475p,IPR029277,,cytosol [GO:0005829]; extracellular space [GO:0005615],,Dmel\CG31997 BcDNA:RE42475 BEST:GH25016 CG31997 Dmel_CG31997,0,,
Drosophila Matrisome Genes,Secreted Factors,,FBgn0085206,FBgn0085206,CG34177,A8DYV0,AT09846p1,IPR029277,,extracellular space [GO:0005615],,CG12677 CG34178-RA Dmel\CG34177 CG34177 Dmel_CG34177,0,,
Drosophila Matrisome Genes,Secreted Factors,,FBgn0085207,FBgn0085207,CG34178,A8DYV1,"Uncharacterized protein, isoform A (Uncharacterized protein, isoform B) (Uncharacterized protein, isoform C)",IPR029277,,integral component of membrane [GO:0016021],,Dmel\CG34178 CG34178 Dmel_CG34178,0,,
Drosophila Matrisome Genes,Secreted Factors,,FBgn0085244,FBgn0085244,CG34215,A8DY49,GEO11311p1,IPR029277,defense response to virus [GO:0051607],,,Dmel\CG34215 CG34215 Dmel_CG34215,0,,
Drosophila Matrisome Genes,Secreted Factors,,FBgn0085489,FBgn0085489,CG34460,A8DYG8,Uncharacterized protein,IPR029277,,extracellular space [GO:0005615],,bs26g12.y1 bs26g12 CG6301 Dmel\CG34460 CG34460 Dmel_CG34460,0,,
Drosophila Matrisome Genes,Secreted Factors,,FBgn0031089,FBgn0031089,CG9572,E8NH67;M9MSF5;Q9W5X1,"CG9572, isoform D",IPR013032;IPR000742,,,EYS; FBLN7; LTBP1; MATN3; SNED1; SVEP1; VWA1; VWCE; COL14A1; COL22A1; F12; HABP2; CFC1; CFC1B; EGFL7; HGFAC; SCUBE2; SCUBE3; TDGF1,CG9572 Dmel_CG9572,EYS; FBLN7; LTBP1; MATN3; SNED1; SVEP1; VWA1; VWCE; COL14A1; COL22A1; F12; HABP2; CFC1; CFC1B; EGFL7; HGFAC; SCUBE2; SCUBE3; TDGF1,,
Drosophila Matrisome Genes,Secreted Factors,,FBgn0000564,FBgn0000564,Eh,A0A0B4KGU5;Q07892,Eclosion hormone (EH) (Ecdysis activator),IPR006825,"ecdysis, chitin-based cuticle [GO:0018990]; eclosion [GO:0007562]; neuropeptide signaling pathway [GO:0007218]; regulation of eclosion [GO:0007563]",extracellular space [GO:0005615],,Eh CG5400,0,,
Drosophila Matrisome Genes,Secreted Factors,,FBgn0000719,FBgn0000719,fog,A4V4V8;P40795,Protein folded gastrulation [Cleaved into: Protein folded gastrulation; G protein-coupled receptor ligand],IPR031761,cytoplasm [GO:0005737]; extracellular region [GO:0005576]; proteinaceous extracellular matrix [GO:0005578],"actin-mediated cell contraction [GO:0070252]; apical constriction involved in gastrulation [GO:0003384]; axon guidance [GO:0007411]; gastrulation [GO:0007369]; glial cell development [GO:0021782]; G-protein coupled receptor signaling pathway [GO:0007186]; imaginal disc-derived wing morphogenesis [GO:0007476]; mesectoderm development [GO:0048383]; mesoderm development [GO:0007498]; mesoderm migration involved in gastrulation [GO:0007509]; mitochondrial fission [GO:0000266]; morphogenesis of embryonic epithelium [GO:0016331]; nervous system development [GO:0007399]; posterior midgut invagination [GO:0007374]; regulation of cell shape [GO:0008360]; regulation of development, heterochronic [GO:0040034]; regulation of myosin II filament organization [GO:0043519]; salivary gland morphogenesis [GO:0007435]; terminal region determination [GO:0007362]; torso signaling pathway [GO:0008293]; ventral furrow formation [GO:0007370]; wing disc morphogenesis [GO:0007472]",,fog CG9559,0,,
Drosophila Matrisome Genes,Secreted Factors,,FBgn0262869,FBgn0262869,Gfrl,A0A0B4K6A2;A0A0B4K6R0;A0A0B4K785;A0A0B4K7J4;A0A0B4KH06;A0A0B4LIE3;Q59DV8;Q8IH40;Q8MQS5,"Glial cell line-derived neurotrophic family receptor-like, isoform E",IPR016017;IPR003438;IPR037193,nervous system development [GO:0007399],anchored component of external side of plasma membrane [GO:0031362]; external side of plasma membrane [GO:0009897]; receptor complex [GO:0043235],,BcDNA:GH26447 CG17203 CG17204 CG17205 CG17208 CG33518 CG34118 CG34119 CG42401 CG42625 CG42801 CG4342 dGFRLA dGFRLAb Dmel\CG43224 DmGfrl mun CG43224 Dmel_CG43224,0,,
Drosophila Matrisome Genes,Secreted Factors,,FBgn0027111,FBgn0027111,miple1,Q9W0S5;Q9Y0V9,"Midkine and pleiotrophin 1, isoform A (Midkine and pleiotrophin 1, isoform B) (Midkine and pleiotrophin 1, isoform C) (RH10518p)",IPR038130;IPR020090,extracellular region [GO:0005576],determination of adult lifespan [GO:0008340]; mesoderm morphogenesis [GO:0048332],,miple1 anon-EST:Posey203 Dmel\CG1221 Miple miple CG1221 Dmel_CG1221,0,,
Drosophila Matrisome Genes,Secreted Factors,,FBgn0029002,FBgn0029002,miple2,M9PDI0;M9PE21;Q8SZ83;Q9U3W4;Q9W0S4,"Midkine and pleiotrophin 2, isoform E",IPR038130;IPR020090,extracellular region [GO:0005576],determination of adult lifespan [GO:0008340],,miple2 Dmel\CG18321 Miple2 CG18321 Dmel_CG18321,0,,
Drosophila Matrisome Genes,Secreted Factors,,FBgn0264810,FBgn0264810,Pburs,Q9VJS7,Partner of bursicon (Bursicon subunit beta),IPR034441;IPR029034,bursicon neuropeptide hormone complex [GO:0031395]; extracellular region [GO:0005576],"chitin-based cuticle sclerotization [GO:0007593]; ecdysis, chitin-based cuticle [GO:0018990]; G-protein coupled receptor signaling pathway [GO:0007186]; regulation of establishment of planar polarity [GO:0090175]",,Pburs burs-beta CG15284,0,,
Drosophila Matrisome Genes,Secreted Factors,,FBgn0013323,FBgn0013323,Ptth,A0A0S0WMK2;Q24467;Q9VPR8;X2JCX9,"Prothoracicotropic hormone, isoform E",IPR010345;IPR029034,metamorphosis [GO:0007552]; negative phototaxis [GO:0046957]; positive regulation of ecdysteroid biosynthetic process [GO:0045998]; regulation of endocrine process [GO:0044060]; torso signaling pathway [GO:0008293],extracellular region [GO:0005576]; varicosity [GO:0043196],,Ptth Dmel\CG13687 phm PTTH ptth CG13687 Dmel_CG13687,0,,
Drosophila Matrisome Genes,Secreted Factors,,FBgn0052667,FBgn0052667,ssp7,Q8IR95,GEO09608p1 (RH08789p) (Short spindle 7),IPR029277,mitotic spindle assembly [GO:0090307]; multicellular organism reproduction [GO:0032504],extracellular space [GO:0005615],,ssp7 CG32677 Dmel\CG32667 Ssp7 CG32667 Dmel_CG32667,0,,
Drosophila Matrisome Genes,Secreted Factors,,FBgn0003751,FBgn0003751,trk,Q24155,Protein trunk,IPR029034,extracellular region [GO:0005576],"anterior/posterior axis specification, embryo [GO:0008595]; maternal determination of anterior/posterior axis, embryo [GO:0008358]; terminal region determination [GO:0007362]; torso signaling pathway [GO:0008293]",,trk CG5619,0,,
Drosophila Matrisome Genes,Secreted Factors,,FBgn0003867,FBgn0003867,tsl,A4V379;P40689,Torso-like protein,IPR020864,extracellular region [GO:0005576],"anterior/posterior axis specification, embryo [GO:0008595]; embryonic pattern specification [GO:0009880]; positive regulation of multicellular organism growth [GO:0040018]; terminal region determination [GO:0007362]; torso signaling pathway [GO:0008293]",,tsl CG6705,0,,
Drosophila Matrisome Genes,Secreted Factors,,FBgn0030262,FBgn0030262,vago,Q8MYS7; Q9VZ35,"Vago, isoform B (Vago, isoform D)",IPR029277,defense response to virus [GO:0051607],extracellular space [GO:0005615],,Vago BcDNA:RH70969 DIGF-2 Dmel\CG2081 VAGO CG2081 Dmel_CG2081,0,,
Drosophila Matrisome Genes,Apical Matrix,Cuticle,FBgn0004778,FBgn0004778,Ccp84Af,O97063,Ccp84Af (Cuticle protein) (GEO11149p1),IPR000618,extracellular matrix [GO:0031012],chitin-based cuticle development [GO:0040003],,Ccp84Af CG1331 Dmel_CG1331,0,,
Drosophila Matrisome Genes,Apical Matrix,Cuticle,FBgn0035490,FBgn0035490,CG1136,Q9VZJ2,CG1136 (GH27759p),IPR000618,,,,Dmel\CG1136 novel CG1136 Dmel_CG1136,0,,
Drosophila Matrisome Genes,Apical Matrix,Cuticle,FBgn0036608,FBgn0036608,CG13040,Q9VV32,MIP30038p,IPR007614,,,,Dmel\CG13040 CG13040-RA CG13040 Dmel_CG13040,0,,
Drosophila Matrisome Genes,Apical Matrix,Cuticle,FBgn0036605,FBgn0036605,CG13041,Q9VV29,GEO12576p1 (RE63063p),IPR007614,,,,Dmel\CG13041 BcDNA:RE63063 CG13041 Dmel_CG13041,0,,
Drosophila Matrisome Genes,Apical Matrix,Cuticle,FBgn0036602,FBgn0036602,CG13042,Q9VV26,GEO12049p1 (IP05243p),IPR007614,,,,Dmel\CG13042 CG13042 Dmel_CG13042,0,,
Drosophila Matrisome Genes,Apical Matrix,Cuticle,FBgn0036600,FBgn0036600,CG13043,Q8SYA2;Q9VV24,RH10371p,IPR007614,,,,CG13043-RA CG13043,0,,
Drosophila Matrisome Genes,Apical Matrix,Cuticle,FBgn0036599,FBgn0036599,CG13044,Q9VV23,LP19160p,IPR007614,,,,Dmel\CG13044 CG13044 Dmel_CG13044,0,,
Drosophila Matrisome Genes,Apical Matrix,Cuticle,FBgn0040794,FBgn0040794,CG13056,Q9VV37,GEO13385p1 (IP03442p),IPR007614,,,,Dmel\CG13056 CG13056-RA CG13056 Dmel_CG13056,0,,
Drosophila Matrisome Genes,Apical Matrix,Cuticle,FBgn0036607,FBgn0036607,CG13059,Q9VV31,Uncharacterized protein,IPR007614,,,,Dmel\CG13059 CG13059 Dmel_CG13059,0,,
Drosophila Matrisome Genes,Apical Matrix,Cuticle,FBgn0036606,FBgn0036606,CG13060,Q9VV30,GEO07733p1 (RE40431p),IPR007614,,,,Dmel\CG13060 BcDNA:RE40431 CG13060 Dmel_CG13060,0,,
Drosophila Matrisome Genes,Apical Matrix,Cuticle,FBgn0036601,FBgn0036601,CG13063,Q9VV25,GEO11545p1,IPR007614,,,,Dmel\CG13063 CG13063 Dmel_CG13063,0,,
Drosophila Matrisome Genes,Apical Matrix,Cuticle,FBgn0032211,FBgn0032211,CG13138,Q9VL03,"Uncharacterized protein, isoform B (Uncharacterized protein, isoform C)",,,,,Dmel\CG13138 CG13138 Dmel_CG13138,0,,
Drosophila Matrisome Genes,Apical Matrix,Cuticle,FBgn0039719,FBgn0039719,CG15515,A0A0B4KI23;Q9VAE5,Uncharacterized protein,IPR000618,extracellular matrix [GO:0031012],chitin-based cuticle development [GO:0040003],,CG15515 CG15515 Dmel_CG15515,0,,
Drosophila Matrisome Genes,Apical Matrix,Cuticle,FBgn0030492,FBgn0030492,CG15754,Q9VYC3,Uncharacterized protein,IPR000618,,,,CG15754 Dmel_CG15754,0,,
Drosophila Matrisome Genes,Apical Matrix,Cuticle,FBgn0030493,FBgn0030493,CG15756,Q9VYC2,Uncharacterized protein,IPR000618,extracellular matrix [GO:0031012],chitin-based cuticle development [GO:0040003],,CG15756 CG15756 Dmel_CG15756,0,,
Drosophila Matrisome Genes,Apical Matrix,Cuticle,FBgn0003065,FBgn0003065,CG2150,Q23709;Q9V9U0,GCR 1 protein,IPR040123,,,,GCR 1 CG2150,0,,
Drosophila Matrisome Genes,Apical Matrix,Cuticle,FBgn0052564,FBgn0052564,CG32564,Q8IR01,LD43171p,,dendrite morphogenesis [GO:0048813],microtubule [GO:0005874],,CG5095 Dmel\CG32564 CG32564 Dmel_CG32564,0,,
Drosophila Matrisome Genes,Apical Matrix,Cuticle,FBgn0036598,FBgn0036598,CG4982,Q9VV22,Uncharacterized protein,IPR007614,,,,Dmel\CG4982 CG4982 Dmel_CG4982,0,,
Drosophila Matrisome Genes,Apical Matrix,Cuticle,FBgn0031942,FBgn0031942,CG7203,Q8MYS9;Q9VLX9,RH70420p,IPR031874,,,,Dmel\CG7203 CG7203 Dmel_CG7203,0,,
Drosophila Matrisome Genes,Apical Matrix,Cuticle,FBgn0031940,FBgn0031940,CG7214,Q9VLY1,HL02931p (RH08458p),IPR031874,,,,Dmel\CG7214 CG7214 Dmel_CG7214,0,,
Drosophila Matrisome Genes,Apical Matrix,Cuticle,FBgn0038405,FBgn0038405,CG8927,Q2PDQ9;Q5BIA0;Q9VEY0,"CG8927, isoform C",IPR000618,,,,CG8927 Dmel_CG8927,0,,
Drosophila Matrisome Genes,Apical Matrix,Cuticle,FBgn0039805,FBgn0039805,Cpr100A,Q9VA32,Cuticular protein 100A (RE11283p),IPR000618,extracellular matrix [GO:0031012],chitin-based cuticle development [GO:0040003],,Cpr100A CG12045 Dmel_CG12045,0,,
Drosophila Matrisome Genes,Apical Matrix,Cuticle,FBgn0030494,FBgn0030494,Cpr12A,Q9VYC1,Cuticular protein 12A (LP12385p),IPR000618,extracellular matrix [GO:0031012],chitin-based cuticle development [GO:0040003],,Cpr12A CG15757 Dmel_CG15757,0,,
Drosophila Matrisome Genes,Apical Matrix,Cuticle,FBgn0051876,FBgn0051876,Cpr30F,Q8IPD8,Cuticular protein 30F (GEO02645p1) (RT03505p),IPR000618,extracellular matrix [GO:0031012],chitin-based cuticle development [GO:0040003],,Cpr30F Cpr30F-RA Dmel\CG31876 DmelCpr30F CG31876 CG5879 Dmel_CG31876,0,,
Drosophila Matrisome Genes,Apical Matrix,Cuticle,FBgn0033601,FBgn0033601,Cpr47Ed,A1Z8H5,Cuticular protein 47Ed,IPR000618,extracellular matrix [GO:0031012],chitin-based cuticle development [GO:0040003],,Cpr47Ed CG9076 Dmel_CG9076,0,,
Drosophila Matrisome Genes,Apical Matrix,Cuticle,FBgn0086519,FBgn0086519,Cpr47Eg,Q7JZV0,Cuticular protein 47Eg (Larval cuticle protein 2A),IPR000618;IPR031305,extracellular matrix [GO:0031012],chitin-based cuticle development [GO:0040003],,Cpr47Eg Lcp2a CG9070,0,,
Drosophila Matrisome Genes,Apical Matrix,Cuticle,FBgn0033725,FBgn0033725,Cpr49Ac,A0A0B4LF74;A0A0B4LG85;E1JH44;Q7JR69;Q960H8,"Cuticular protein 49Ac, isoform D",IPR000618,extracellular matrix [GO:0031012]; extracellular region [GO:0005576],chitin-based cuticle development [GO:0040003]; hemolymph coagulation [GO:0042381],,Cpr49Ac CG8502 Dmel_CG8502,0,,
Drosophila Matrisome Genes,Apical Matrix,Cuticle,FBgn0033942,FBgn0033942,Cpr51A,Q7JZW0,Cuticular protein 51A (GEO07308p1) (RE08808p),IPR000618,extracellular matrix [GO:0031012]; extracellular space [GO:0005615],chitin-based cuticle development [GO:0040003]; multicellular organism reproduction [GO:0032504],,Cpr51A CG10112 Dmel_CG10112,0,,
Drosophila Matrisome Genes,Apical Matrix,Cuticle,FBgn0034517,FBgn0034517,Cpr57A,Q7K5J8,"Cuticular protein 57A, isoform A (Cuticular protein 57A, isoform B) (GH09112p)",IPR000618,extracellular matrix [GO:0031012],chitin-based cuticle development [GO:0040003],,Cpr57A CG18066 Dmel_CG18066,0,,
Drosophila Matrisome Genes,Apical Matrix,Cuticle,FBgn0035279,FBgn0035279,Cpr62Ba,Q9W079,"Cuticular protein 62Ba, isoform B (Cuticular protein 62Ba, isoform C)",IPR000618,extracellular matrix [GO:0031012],chitin-based cuticle development [GO:0040003],,Cpr62Ba Dmel\CG13934 DmelCpr62Ba CG13934 Dmel_CG13934,0,,
Drosophila Matrisome Genes,Apical Matrix,Cuticle,FBgn0085491,FBgn0085491,Cpr66Ca,A8JNN4,MIP24917p,IPR000618,extracellular matrix [GO:0031012],chitin-based cuticle development [GO:0040003],,Cpr66Ca CG34462-RA Dmel\CG34462 DmelCpr66Ca CG34462 CG7072 Dmel_CG34462,0,,
Drosophila Matrisome Genes,Apical Matrix,Cuticle,FBgn0035985,FBgn0035985,Cpr67B,Q9VSY0,Cuticular protein 67B (GH12638p),IPR000618,extracellular matrix [GO:0031012],chitin-based cuticle development [GO:0040003]; sleep [GO:0030431],,Cpr67B Dmel\CG3672 CG3672 Dmel_CG3672,0,,
Drosophila Matrisome Genes,Apical Matrix,Cuticle,FBgn0036617,FBgn0036617,Cpr72Ea,Q7K1P4;Q9VV44,Cuticular protein 72Ea,IPR000618,extracellular matrix [GO:0031012],chitin-based cuticle development [GO:0040003],,Cpr72Ea Dmel\CG4818 CG4818 Dmel_CG4818,0,,
Drosophila Matrisome Genes,Apical Matrix,Cuticle,FBgn0036680,FBgn0036680,Cpr73D,A8MZR4;Q9VVC3,"Cuticular protein 73D, isoform B",IPR000618,extracellular matrix [GO:0031012],chitin-based cuticle development [GO:0040003]; sleep [GO:0030431],,Cpr73D Dmel\CG9665 CG9665 Dmel_CG9665,0,,
Drosophila Matrisome Genes,Apical Matrix,Cuticle,FBgn0038819,FBgn0038819,Cpr92F,Q8SZM0;Q9VDJ8,Cuticular protein 92F (FI18925p1),IPR000618,extracellular matrix [GO:0031012],chitin-based cuticle development [GO:0040003],,Cpr92F Cpr92F-RA CG5494 Dmel_CG5494,0,,
Drosophila Matrisome Genes,Apical Matrix,Cuticle,FBgn0039480,FBgn0039480,Cpr97Ea,A0A0B4KH84;Q6NR62;Q9VB82,"Cuticular protein 97Ea, isoform B",IPR000618,extracellular matrix [GO:0031012],chitin-based cuticle development [GO:0040003],,Cpr97Ea CG6131 Dmel_CG6131,0,,
Drosophila Matrisome Genes,Apical Matrix,Cuticle,FBgn0039481,FBgn0039481,Cpr97Eb,Q9VB81,Cuticular protein 97Eb (RE05963p),IPR000618,extracellular matrix [GO:0031012],chitin-based cuticle development [GO:0040003],,Cpr97Eb CG15884 Dmel_CG15884,0,,
Drosophila Matrisome Genes,Apical Matrix,Cuticle,FBgn0014454,FBgn0014454,Dmel\Acp1,Q26416,Adult cuticle protein 1,IPR031874,,,,,0,,
Drosophila Matrisome Genes,Apical Matrix,Cuticle,FBgn0035873,FBgn0035873,Dmel\CG13670,Q9VSH5,IP09562p,IPR031311;IPR000618;,chitin-based cuticle development [GO:0040003],extracellular matrix [GO:0031012]; integral component of membrane [GO:0016021],,,0,,
Drosophila Matrisome Genes,Apical Matrix,Cuticle,FBgn0042118,FBgn0042118,Dmel\CG18777,Q9I7C6; Q8SYH3,RE62456p,IPR031311;IPR000618;,chitin-based cuticle development [GO:0040003],extracellular matrix [GO:0031012],,,0,,
Drosophila Matrisome Genes,Apical Matrix,Cuticle,FBgn0004554,FBgn0004554,Dmel\CG7539 EDG-91 EDG91 CG7539 Dmel_CG7539,E1JIN5; P27781; Q4V3U2,Pupal cuticle protein Edg-91 (Ecdysone-dependent protein 91),,,,,,0,,
Drosophila Matrisome Genes,Apical Matrix,Cuticle,FBgn0035792,FBgn0035792,Dmel\CG7548 CG7548 Dmel_CG7548,Q9VS81; F3YD63; C9QNY0,Uncharacterized protein,IPR022727;,,,,,0,,
Drosophila Matrisome Genes,Apical Matrix,Cuticle,FBgn0035788,FBgn0035788,Dmel\CG8541 CG8541-RA CG8541 Dmel_CG8541,Q9VS76,MIP24391p,IPR022727;,,,,,0,,
Drosophila Matrisome Genes,Apical Matrix,Cuticle,FBgn0035787,FBgn0035787,Dmel\CG8543 CG8543 Dmel_CG8543,Q9VS75,Uncharacterized protein,IPR022727;,,,,,0,,
Drosophila Matrisome Genes,Apical Matrix,Cuticle,FBgn0002537,FBgn0002537,Dmel\Lcp6,P92184,Putative cuticle protein LCP6,IPR000618;,,,,,0,,
Drosophila Matrisome Genes,Apical Matrix,Cuticle,FBgn0261799,FBgn0261799,dsx-c73A,Q9VV62,Doublesex cognate 73A (RE23490p),,extracellular region [GO:0005576]; perivitelline space [GO:0098595],chitin-based cuticle development [GO:0040003],,dsx-c73A Dmel\CG32159 DSC73 dsc73 dsx-c73 l(3)j10E8 CG13034 CG32159 CG4541 Dmel_CG32159,0,,
Drosophila Matrisome Genes,Apical Matrix,Cuticle,FBgn0035612,FBgn0035612,frm,A8JNL3;B7Z0B7;B7Z0B8;B7Z0B9;Q86NR7;Q8T018;Q9VRM2,"Farmer, isoform J",IPR000618,,adult chitin-containing cuticle pigmentation [GO:0048085],COLQ; VWA1; VWA2; COL11A1; COL11A2; COL14A1; COL15A1; COL16A1; COL17A1; COL19A1; COL1A1; COL1A2; COL20A1; COL22A1; COL23A1; COL24A1; COL25A1; COL26A1; COL27A1; COL2A1; COL3A1; COL4A1; COL4A2; COL4A3; COL4A4; COL4A5; COL4A6; COL5A1; COL5A2; COL5A3; COL6A1; COL6A3; COL6A5; COL6A6; COL7A1; COL9A1; COL9A2; COL9A3,frm anon-WO0118547.236 Dmel\CG10625 CG10625 Dmel_CG10625,COLQ; VWA1; VWA2; COL11A1; COL11A2; COL14A1; COL15A1; COL16A1; COL17A1; COL19A1; COL1A1; COL1A2; COL20A1; COL22A1; COL23A1; COL24A1; COL25A1; COL26A1; COL27A1; COL2A1; COL3A1; COL4A1; COL4A2; COL4A3; COL4A4; COL4A5; COL4A6; COL5A1; COL5A2; COL5A3; COL6A1; COL6A3; COL6A5; COL6A6; COL7A1; COL9A1; COL9A2; COL9A3,,
Drosophila Matrisome Genes,Apical Matrix,Cuticle,FBgn0001321,FBgn0001321,knk,Q9VH23,Knickkopf (RE24065p),IPR019545;IPR005018,"chitin-based cuticle development [GO:0040003]; chitin-based embryonic cuticle biosynthetic process [GO:0008362]; chitin biosynthetic process [GO:0006031]; cuticle chitin biosynthetic process [GO:0006035]; embryonic epithelial tube formation [GO:0001838]; liquid clearance, open tracheal system [GO:0035002]; lumen formation, open tracheal system [GO:0035149]; open tracheal system development [GO:0007424]; regulation of tube architecture, open tracheal system [GO:0035152]; regulation of tube diameter, open tracheal system [GO:0035158]; regulation of tube size, open tracheal system [GO:0035151]; terminal region determination [GO:0007362]; torso signaling pathway [GO:0008293]",,,knk Dmel\CG6217 dyspneic gnar Gnarled Knk l(3)85Eg CG6217 Dmel_CG6217,0,,
